"Age","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Application ID","EnvironmentSatisfaction","Gender","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","EmployeeSource","Attrition.cat"
30,"Travel_Rarely","Research & Development",24,"1","Life Sciences",124086,"1","Male","3","2","Healthcare Representative","4","Married",6465,2,"Yes",13,"3","4","0",9,5,"4",4,2,1,3,"Company Website","Stay"
30,"Travel_Rarely","Research & Development",24,"1","Technical Degree",124087,"1","Male","3","2","Healthcare Representative","4","Married",6465,0,"Yes",13,"3","4","0",9,5,"4",4,2,1,3,"LinkedIn","Stay"
44,"Travel_Rarely","Research & Development",10,"4","Other",124088,"4","Male","3","2","Healthcare Representative","4","Married",6465,2,"Yes",13,"3","4","0",9,5,"4",4,2,1,3,"Company Website","Stay"
44,"Travel_Rarely","Research & Development",10,"4","Medical",124089,"4","Male","3","2","Healthcare Representative","4","Married",6465,0,"Yes",13,"3","4","0",9,5,"4",4,2,1,3,"Company Website","Stay"
44,"Travel_Rarely","Research & Development",10,"4","Other",124090,"4","Male","3","2","Healthcare Representative","4","Married",6465,2,"Yes",13,"3","4","0",9,5,"4",4,2,1,3,"Company Website","Stay"
30,"Travel_Rarely","Research & Development",24,"1","Life Sciences",124091,"1","Male","3","2","Healthcare Representative","4","Married",6465,2,"Yes",13,"3","4","0",9,5,"4",4,2,1,3,"Company Website","Stay"
44,"Travel_Rarely","Research & Development",10,"4","Medical",124092,"4","Male","3","2","Healthcare Representative","4","Married",6465,0,"Yes",13,"3","4","0",9,5,"4",4,2,1,3,"Company Website","Stay"
30,"Travel_Rarely","Research & Development",24,"1","Technical Degree",124093,"1","Male","3","2","Healthcare Representative","4","Married",6465,0,"Yes",13,"4","4","0",9,5,"4",4,2,1,3,"Company Website","Stay"
30,"Travel_Rarely","Research & Development",24,"1","Life Sciences",124094,"1","Male","3","2","Healthcare Representative","4","Married",6465,2,"Yes",13,"3","4","0",9,5,"4",4,2,1,3,"Company Website","Stay"
30,"Travel_Rarely","Research & Development",24,"1","Technical Degree",124095,"1","Male","3","2","Healthcare Representative","4","Married",6465,0,"Yes",13,"3","4","0",9,5,"4",4,2,1,3,"LinkedIn","Stay"
44,"Travel_Rarely","Research & Development",10,"4","Other",124096,"4","Male","3","2","Healthcare Representative","4","Married",6465,2,"Yes",13,"3","4","0",9,5,"4",4,2,1,3,"Company Website","Stay"
44,"Travel_Rarely","Research & Development",10,"4","Medical",124097,"4","Male","3","2","Healthcare Representative","4","Married",6465,0,"Yes",13,"3","4","0",9,5,"4",4,2,1,3,"Company Website","Stay"
30,"Travel_Rarely","Research & Development",9,"2","Medical",124098,"4","Male","2","1","Laboratory Technician","3","Single",2206,1,"No",13,"3","1","0",10,5,"3",10,0,1,8,"Company Website","Stay"
38,"Travel_Frequently","Research & Development",23,"3","Life Sciences",124099,"1","Male","2","1","Laboratory Technician","3","Single",2206,1,"No",13,"3","1","0",10,5,"3",10,0,1,8,"Company Website","Stay"
30,"Travel_Rarely","Research & Development",9,"2","Medical",124100,"4","Male","2","1","Laboratory Technician","3","Single",2206,1,"No",13,"3","1","0",10,5,"3",10,0,1,8,"Company Website","Stay"
38,"Travel_Frequently","Research & Development",23,"3","Other",124101,"1","Male","2","1","Laboratory Technician","3","Single",2206,1,"No",13,"3","1","0",10,5,"3",10,0,1,8,"Company Website","Stay"
30,"Travel_Rarely","Research & Development",9,"2","Medical",124102,"4","Male","2","1","Laboratory Technician","3","Single",2206,1,"No",13,"3","1","0",10,5,"3",10,0,1,8,"Company Website","Stay"
30,"Travel_Rarely","Research & Development",9,"2","Medical",124103,"4","Male","2","1","Laboratory Technician","3","Single",2206,1,"No",13,"3","1","0",10,5,"3",10,0,1,8,"Seek","Stay"
38,"Travel_Frequently","Research & Development",23,"3","Life Sciences",124104,"1","Male","2","1","Laboratory Technician","3","Single",2206,1,"No",13,"3","1","0",10,5,"3",10,0,1,8,"Company Website","Stay"
38,"Travel_Frequently","Research & Development",23,"3","Other",124105,"1","Male","2","1","Laboratory Technician","3","Single",2206,1,"No",13,"3","1","0",10,5,"3",10,0,1,8,"Company Website","Stay"
30,"Travel_Rarely","Research & Development",9,"2","Medical",124106,"4","Male","2","1","Laboratory Technician","3","Single",2206,1,"No",13,"3","1","0",10,5,"3",10,0,1,8,"Company Website","Stay"
38,"Travel_Frequently","Research & Development",23,"3","Life Sciences",124107,"1","Male","2","1","Laboratory Technician","3","Single",2206,1,"No",13,"3","1","0",10,5,"3",10,0,1,8,"Company Website","Stay"
30,"Travel_Rarely","Research & Development",9,"2","Medical",124108,"4","Male","2","1","Laboratory Technician","3","Single",2206,1,"No",13,"3","1","0",10,5,"3",10,0,1,8,"Company Website","Stay"
38,"Travel_Frequently","Research & Development",23,"3","Other",124109,"1","Male","2","1","Laboratory Technician","3","Single",2206,1,"No",13,"3","1","0",10,5,"3",10,0,1,8,"Company Website","Stay"
30,"Travel_Rarely","Research & Development",9,"2","Medical",124110,"4","Male","2","1","Laboratory Technician","3","Single",2206,1,"No",13,"3","1","0",10,5,"3",10,0,1,8,"Company Website","Stay"
30,"Travel_Rarely","Research & Development",9,"2","Medical",124111,"4","Male","2","1","Laboratory Technician","3","Single",2206,1,"No",13,"3","1","0",10,5,"3",10,0,1,8,"Seek","Stay"
38,"Travel_Frequently","Research & Development",23,"3","Life Sciences",124112,"1","Male","2","1","Laboratory Technician","3","Single",2206,1,"No",13,"3","1","0",10,5,"3",10,0,1,8,"Company Website","Stay"
38,"Travel_Frequently","Research & Development",23,"3","Other",124113,"1","Male","2","1","Laboratory Technician","3","Single",2206,1,"No",13,"3","1","0",10,5,"3",10,0,1,8,"Company Website","Stay"
38,"Travel_Frequently","Research & Development",23,"3","Life Sciences",124114,"1","Female","3","2","Research Scientist","3","Single",4317,2,"Yes",20,"4","2","0",19,2,"3",3,2,2,2,"Indeed","Stay"
38,"Travel_Frequently","Research & Development",23,"3","Life Sciences",124115,"1","Male","3","1","Laboratory Technician","3","Married",2093,1,"No",17,"3","4","1",8,4,"3",2,2,2,0,"Recruit.net","Stay"
39,"Travel_Rarely","Sales",5,"3","Technical Degree",124116,"4","Male","3","2","Sales Representative","4","Married",2086,3,"No",14,"3","3","1",19,6,"4",1,0,0,0,"Company Website","Left"
39,"Travel_Rarely","Sales",5,"3","Life Sciences",124118,"4","Male","3","2","Sales Representative","4","Married",2086,8,"No",14,"3","3","1",19,6,"4",1,0,0,0,"Company Website","Left"
39,"Travel_Rarely","Sales",5,"3","Technical Degree",124122,"4","Male","3","2","Sales Representative","4","Married",2086,3,"No",14,"3","3","1",19,6,"4",1,0,0,0,"Company Website","Left"
39,"Travel_Rarely","Sales",5,"3","Life Sciences",124123,"4","Male","3","2","Sales Representative","4","Married",2086,8,"No",14,"3","3","1",19,6,"4",1,0,0,0,"Company Website","Left"
39,"Travel_Rarely","Sales",5,"3","Technical Degree",124124,"4","Male","3","2","Sales Representative","4","Married",2086,3,"No",14,"3","3","1",19,6,"4",1,0,0,0,"Company Website","Left"
39,"Travel_Rarely","Sales",5,"3","Life Sciences",124126,"4","Male","3","2","Sales Representative","4","Married",2086,8,"No",14,"3","3","1",19,6,"4",1,0,0,0,"Company Website","Left"
39,"Travel_Rarely","Sales",5,"3","Technical Degree",124130,"4","Male","3","2","Sales Representative","4","Married",2086,3,"No",14,"3","3","1",19,6,"4",1,0,0,0,"Company Website","Left"
39,"Travel_Rarely","Sales",5,"3","Life Sciences",124131,"4","Male","3","2","Sales Representative","4","Married",2086,8,"No",14,"3","3","1",19,6,"4",1,0,0,0,"Company Website","Left"
24,"Travel_Rarely","Research & Development",1,"3","Medical",124132,"2","Male","3","1","Research Scientist","4","Married",2293,2,"Yes",16,"4","1","1",6,2,"2",2,0,2,0,"Company Website","Left"
31,"Travel_Rarely","Research & Development",26,"1","Life Sciences",124133,"1","Male","3","1","Research Scientist","4","Married",2293,2,"Yes",16,"4","1","1",6,2,"2",2,0,2,0,"Company Website","Stay"
24,"Travel_Rarely","Research & Development",1,"3","Human Resources",124134,"2","Male","3","1","Research Scientist","4","Married",2293,2,"Yes",16,"3","1","1",6,2,"2",2,0,2,0,"Company Website","Left"
31,"Travel_Rarely","Research & Development",26,"1","Technical Degree",124135,"1","Male","3","1","Research Scientist","4","Married",2293,4,"Yes",16,"3","1","1",6,2,"2",2,0,2,0,"Company Website","Stay"
24,"Travel_Rarely","Research & Development",1,"3","Medical",124136,"2","Male","3","1","Research Scientist","4","Married",2293,2,"Yes",16,"3","1","1",6,2,"2",2,0,2,0,"Adzuna","Left"
24,"Travel_Rarely","Research & Development",1,"3","Human Resources",124137,"2","Male","3","1","Research Scientist","4","Married",2293,2,"Yes",16,"3","1","2",6,2,"2",2,0,2,0,"Company Website","Left"
31,"Travel_Rarely","Research & Development",26,"1","Life Sciences",124138,"1","Male","3","1","Research Scientist","4","Married",2293,2,"Yes",16,"3","1","1",6,2,"2",2,0,2,0,"Company Website","Stay"
31,"Travel_Rarely","Research & Development",26,"1","Technical Degree",124139,"1","Male","3","1","Research Scientist","4","Married",2293,4,"Yes",16,"3","1","1",6,2,"2",2,0,2,0,"Company Website","Stay"
24,"Travel_Rarely","Research & Development",1,"3","Medical",124140,"2","Male","3","1","Research Scientist","4","Married",2293,2,"Yes",16,"4","1","1",6,2,"2",2,0,2,0,"Company Website","Left"
31,"Travel_Rarely","Research & Development",26,"1","Life Sciences",124141,"1","Male","3","1","Research Scientist","4","Married",2293,2,"Yes",16,"4","1","1",6,2,"2",2,0,2,0,"Company Website","Stay"
24,"Travel_Rarely","Research & Development",1,"3","Human Resources",124142,"2","Male","3","1","Research Scientist","4","Married",2293,2,"Yes",16,"3","1","1",6,2,"2",2,0,2,0,"Company Website","Left"
31,"Travel_Rarely","Research & Development",26,"1","Technical Degree",124143,"1","Male","3","1","Research Scientist","4","Married",2293,4,"Yes",16,"3","1","1",6,2,"2",2,0,2,0,"Company Website","Stay"
24,"Travel_Rarely","Research & Development",1,"3","Medical",124144,"2","Male","3","1","Research Scientist","4","Married",2293,2,"Yes",16,"3","1","1",6,2,"2",2,0,2,0,"Adzuna","Left"
24,"Travel_Rarely","Research & Development",1,"3","Human Resources",124145,"2","Male","3","1","Research Scientist","4","Married",2293,2,"Yes",16,"3","1","2",6,2,"2",2,0,2,0,"Company Website","Left"
31,"Travel_Rarely","Research & Development",26,"1","Life Sciences",124146,"1","Male","3","1","Research Scientist","4","Married",2293,2,"Yes",16,"3","1","1",6,2,"2",2,0,2,0,"Company Website","Stay"
31,"Travel_Rarely","Research & Development",26,"1","Technical Degree",124147,"1","Male","3","1","Research Scientist","4","Married",2293,4,"Yes",16,"3","1","1",6,2,"2",2,0,2,0,"Company Website","Stay"
43,"Travel_Rarely","Research & Development",2,"2","Medical",124148,"4","Female","4","1","Research Scientist","3","Divorced",2645,1,"No",12,"4","4","2",6,3,"2",5,3,1,4,"Company Website","Stay"
28,"Travel_Rarely","Research & Development",24,"3","Life Sciences",124149,"1","Female","4","1","Research Scientist","3","Divorced",2645,1,"No",12,"3","4","2",6,3,"2",5,3,1,4,"Company Website","Left"
43,"Travel_Rarely","Research & Development",2,"2","Life Sciences",124150,"4","Female","4","1","Research Scientist","3","Divorced",2645,2,"No",12,"3","4","2",6,3,"2",5,3,1,4,"Company Website","Stay"
28,"Travel_Rarely","Research & Development",24,"3","Technical Degree",124151,"1","Female","4","1","Research Scientist","3","Divorced",2645,4,"No",12,"4","4","2",6,3,"2",5,3,1,4,"Company Website","Left"
28,"Travel_Rarely","Research & Development",24,"3","Life Sciences",124152,"1","Female","4","1","Research Scientist","3","Divorced",2645,1,"No",12,"3","4","2",6,3,"2",5,3,1,4,"Jora","Left"
28,"Travel_Rarely","Research & Development",24,"3","Technical Degree",124153,"1","Female","4","1","Research Scientist","3","Divorced",2645,4,"No",12,"3","4","2",6,3,"2",5,3,1,4,"Company Website","Left"
43,"Travel_Rarely","Research & Development",2,"2","Medical",124154,"4","Female","4","1","Research Scientist","3","Divorced",2645,1,"No",12,"3","4","2",6,3,"2",5,3,1,4,"Company Website","Stay"
43,"Travel_Rarely","Research & Development",2,"2","Life Sciences",124155,"4","Female","4","1","Research Scientist","3","Divorced",2645,2,"No",12,"3","4","2",6,3,"2",5,3,1,4,"Company Website","Stay"
43,"Travel_Rarely","Research & Development",2,"2","Medical",124156,"4","Female","4","1","Research Scientist","3","Divorced",2645,1,"No",12,"4","4","2",6,3,"2",5,3,1,4,"Company Website","Stay"
28,"Travel_Rarely","Research & Development",24,"3","Life Sciences",124157,"1","Female","4","1","Research Scientist","3","Divorced",2645,1,"No",12,"3","4","2",6,3,"2",5,3,1,4,"Company Website","Left"
43,"Travel_Rarely","Research & Development",2,"2","Life Sciences",124158,"4","Female","4","1","Research Scientist","3","Divorced",2645,2,"No",12,"3","4","2",6,3,"2",5,3,1,4,"Company Website","Stay"
28,"Travel_Rarely","Research & Development",24,"3","Technical Degree",124159,"1","Female","4","1","Research Scientist","3","Divorced",2645,4,"No",12,"4","4","2",6,3,"2",5,3,1,4,"Company Website","Left"
28,"Travel_Rarely","Research & Development",24,"3","Life Sciences",124160,"1","Female","4","1","Research Scientist","3","Divorced",2645,1,"No",12,"3","4","2",6,3,"2",5,3,1,4,"Jora","Left"
28,"Travel_Rarely","Research & Development",24,"3","Technical Degree",124161,"1","Female","4","1","Research Scientist","3","Divorced",2645,4,"No",12,"3","4","2",6,3,"2",5,3,1,4,"Company Website","Left"
43,"Travel_Rarely","Research & Development",2,"2","Medical",124162,"4","Female","4","1","Research Scientist","3","Divorced",2645,1,"No",12,"3","4","2",6,3,"2",5,3,1,4,"Company Website","Stay"
43,"Travel_Rarely","Research & Development",2,"2","Life Sciences",124163,"4","Female","4","1","Research Scientist","3","Divorced",2645,2,"No",12,"3","4","2",6,3,"2",5,3,1,4,"Company Website","Stay"
50,"Travel_Rarely","Sales",3,"2","Marketing",124164,"1","Male","2","1","Sales Representative","3","Married",2683,1,"Yes",14,"3","3","0",3,2,"3",3,2,0,2,"Company Website","Left"
29,"Travel_Rarely","Research & Development",21,"4","Life Sciences",124165,"1","Male","2","1","Sales Representative","3","Married",2683,1,"Yes",14,"3","3","0",3,2,"3",3,2,0,2,"Company Website","Stay"
50,"Travel_Rarely","Sales",3,"2","Life Sciences",124166,"1","Male","2","1","Sales Representative","3","Married",2683,8,"Yes",14,"4","3","0",3,2,"3",3,2,0,2,"Company Website","Left"
29,"Travel_Rarely","Research & Development",21,"4","Other",124167,"1","Male","2","1","Sales Representative","3","Married",2683,9,"Yes",14,"3","3","0",3,2,"3",3,2,0,2,"Company Website","Stay"
29,"Travel_Rarely","Research & Development",21,"4","Life Sciences",124168,"1","Male","2","1","Sales Representative","3","Married",2683,1,"Yes",14,"3","3","0",3,2,"3",3,2,0,2,"Company Website","Stay"
29,"Travel_Rarely","Research & Development",21,"4","Other",124169,"1","Male","2","1","Sales Representative","3","Married",2683,9,"Yes",14,"3","3","0",3,2,"3",3,2,0,2,"Company Website","Stay"
50,"Travel_Rarely","Sales",3,"2","Marketing",124170,"1","Male","2","1","Sales Representative","3","Married",2683,1,"Yes",14,"3","3","0",3,2,"3",3,2,0,2,"Company Website","Left"
50,"Travel_Rarely","Sales",3,"2","Life Sciences",124171,"1","Male","2","1","Sales Representative","3","Married",2683,8,"Yes",14,"3","3","0",3,2,"3",3,2,0,2,"Company Website","Left"
50,"Travel_Rarely","Sales",3,"2","Marketing",124172,"1","Male","2","1","Sales Representative","3","Married",2683,1,"Yes",14,"3","3","0",3,2,"3",3,2,0,2,"Company Website","Left"
29,"Travel_Rarely","Research & Development",21,"4","Life Sciences",124173,"1","Male","2","1","Sales Representative","3","Married",2683,1,"Yes",14,"3","3","0",3,2,"3",3,2,0,2,"Company Website","Stay"
50,"Travel_Rarely","Sales",3,"2","Life Sciences",124174,"1","Male","2","1","Sales Representative","3","Married",2683,8,"Yes",14,"4","3","0",3,2,"3",3,2,0,2,"Company Website","Left"
29,"Travel_Rarely","Research & Development",21,"4","Other",124175,"1","Male","2","1","Sales Representative","3","Married",2683,9,"Yes",14,"3","3","0",3,2,"3",3,2,0,2,"Company Website","Stay"
29,"Travel_Rarely","Research & Development",21,"4","Life Sciences",124176,"1","Male","2","1","Sales Representative","3","Married",2683,1,"Yes",14,"3","3","0",3,2,"3",3,2,0,2,"Company Website","Stay"
29,"Travel_Rarely","Research & Development",21,"4","Other",124177,"1","Male","2","1","Sales Representative","3","Married",2683,9,"Yes",14,"3","3","0",3,2,"3",3,2,0,2,"Company Website","Stay"
50,"Travel_Rarely","Sales",3,"2","Marketing",124178,"1","Male","2","1","Sales Representative","3","Married",2683,1,"Yes",14,"3","3","0",3,2,"3",3,2,0,2,"Company Website","Left"
50,"Travel_Rarely","Sales",3,"2","Life Sciences",124179,"1","Male","2","1","Sales Representative","3","Married",2683,8,"Yes",14,"3","3","0",3,2,"3",3,2,0,2,"Company Website","Left"
35,"Travel_Rarely","Sales",2,"3","Marketing",124180,"4","Female","3","1","Sales Representative","4","Married",2014,1,"No",13,"3","1","0",2,3,"3",2,2,2,2,"Company Website","Stay"
32,"Travel_Rarely","Research & Development",5,"2","Life Sciences",124181,"1","Female","3","1","Sales Representative","4","Married",2014,1,"No",13,"3","1","0",2,3,"3",2,2,2,2,"Company Website","Stay"
35,"Travel_Rarely","Sales",2,"3","Life Sciences",124182,"4","Female","3","1","Sales Representative","4","Married",2014,8,"No",13,"3","1","0",2,3,"3",2,2,2,2,"Company Website","Stay"
32,"Travel_Rarely","Research & Development",5,"2","Life Sciences",124183,"1","Female","3","1","Sales Representative","4","Married",2014,9,"No",13,"3","1","0",2,3,"3",2,2,2,2,"Company Website","Stay"
32,"Travel_Rarely","Research & Development",5,"2","Life Sciences",124184,"1","Female","3","1","Sales Representative","4","Married",2014,1,"No",13,"3","1","0",2,3,"3",2,2,2,2,"Company Website","Stay"
32,"Travel_Rarely","Research & Development",5,"2","Life Sciences",124185,"1","Female","3","1","Sales Representative","4","Married",2014,9,"No",13,"3","1","0",2,3,"3",2,2,2,2,"Company Website","Stay"
35,"Travel_Rarely","Sales",2,"3","Marketing",124186,"4","Female","3","1","Sales Representative","4","Married",2014,1,"No",13,"3","1","0",2,3,"3",2,2,2,2,"Company Website","Stay"
35,"Travel_Rarely","Sales",2,"3","Life Sciences",124187,"4","Female","3","1","Sales Representative","4","Married",2014,8,"No",13,"3","1","0",2,3,"3",2,2,2,2,"Company Website","Stay"
35,"Travel_Rarely","Sales",2,"3","Marketing",124188,"4","Female","3","1","Sales Representative","4","Married",2014,1,"No",13,"3","1","0",2,3,"3",2,2,2,2,"Company Website","Stay"
32,"Travel_Rarely","Research & Development",5,"2","Life Sciences",124189,"1","Female","3","1","Sales Representative","4","Married",2014,1,"No",13,"3","1","0",2,3,"3",2,2,2,2,"Company Website","Stay"
35,"Travel_Rarely","Sales",2,"3","Life Sciences",124190,"4","Female","3","1","Sales Representative","4","Married",2014,8,"No",13,"3","1","0",2,3,"3",2,2,2,2,"Company Website","Stay"
32,"Travel_Rarely","Research & Development",5,"2","Life Sciences",124191,"1","Female","3","1","Sales Representative","4","Married",2014,9,"No",13,"3","1","0",2,3,"3",2,2,2,2,"Company Website","Stay"
32,"Travel_Rarely","Research & Development",5,"2","Life Sciences",124192,"1","Female","3","1","Sales Representative","4","Married",2014,1,"No",13,"3","1","0",2,3,"3",2,2,2,2,"Company Website","Stay"
32,"Travel_Rarely","Research & Development",5,"2","Life Sciences",124193,"1","Female","3","1","Sales Representative","4","Married",2014,9,"No",13,"3","1","0",2,3,"3",2,2,2,2,"Company Website","Stay"
35,"Travel_Rarely","Sales",2,"3","Marketing",124194,"4","Female","3","1","Sales Representative","4","Married",2014,1,"No",13,"3","1","0",2,3,"3",2,2,2,2,"Company Website","Stay"
35,"Travel_Rarely","Sales",2,"3","Life Sciences",124195,"4","Female","3","1","Sales Representative","4","Married",2014,8,"No",13,"3","1","0",2,3,"3",2,2,2,2,"Company Website","Stay"
36,"Travel_Rarely","Research & Development",5,"4","Life Sciences",124196,"2","Female","2","1","Research Scientist","1","Married",3419,9,"Yes",14,"4","4","1",6,3,"4",1,1,0,0,"Company Website","Stay"
53,"Travel_Rarely","Sales",2,"4","Life Sciences",124197,"1","Female","2","1","Research Scientist","1","Married",3419,9,"Yes",14,"3","4","1",6,3,"4",1,1,0,0,"Company Website","Stay"
53,"Travel_Rarely","Sales",2,"4","Life Sciences",124198,"1","Female","2","1","Research Scientist","1","Married",3419,2,"Yes",14,"3","4","1",6,3,"4",1,1,0,0,"Company Website","Stay"
36,"Travel_Rarely","Research & Development",5,"4","Life Sciences",124199,"2","Female","2","1","Research Scientist","1","Married",3419,3,"Yes",14,"3","4","1",6,3,"4",1,1,0,0,"Company Website","Stay"
36,"Travel_Rarely","Research & Development",5,"4","Life Sciences",124200,"2","Female","2","1","Research Scientist","1","Married",3419,9,"Yes",14,"3","4","1",6,3,"4",1,1,0,0,"Company Website","Stay"
36,"Travel_Rarely","Research & Development",5,"4","Life Sciences",124201,"2","Female","2","1","Research Scientist","1","Married",3419,3,"Yes",14,"3","4","1",6,3,"4",1,1,0,0,"Company Website","Stay"
53,"Travel_Rarely","Sales",2,"4","Life Sciences",124202,"1","Female","2","1","Research Scientist","1","Married",3419,9,"Yes",14,"3","4","1",6,3,"4",1,1,0,0,"Company Website","Stay"
53,"Travel_Rarely","Sales",2,"4","Life Sciences",124203,"1","Female","2","1","Research Scientist","1","Married",3419,2,"Yes",14,"3","4","1",6,3,"4",1,1,0,0,"Company Website","Stay"
36,"Travel_Rarely","Research & Development",5,"4","Life Sciences",124204,"2","Female","2","1","Research Scientist","1","Married",3419,9,"Yes",14,"4","4","1",6,3,"4",1,1,0,0,"Company Website","Stay"
53,"Travel_Rarely","Sales",2,"4","Life Sciences",124205,"1","Female","2","1","Research Scientist","1","Married",3419,9,"Yes",14,"3","4","1",6,3,"4",1,1,0,0,"Company Website","Stay"
53,"Travel_Rarely","Sales",2,"4","Life Sciences",124206,"1","Female","2","1","Research Scientist","1","Married",3419,2,"Yes",14,"3","4","1",6,3,"4",1,1,0,0,"Company Website","Stay"
36,"Travel_Rarely","Research & Development",5,"4","Life Sciences",124207,"2","Female","2","1","Research Scientist","1","Married",3419,3,"Yes",14,"3","4","1",6,3,"4",1,1,0,0,"Company Website","Stay"
36,"Travel_Rarely","Research & Development",5,"4","Life Sciences",124208,"2","Female","2","1","Research Scientist","1","Married",3419,9,"Yes",14,"3","4","1",6,3,"4",1,1,0,0,"Company Website","Stay"
36,"Travel_Rarely","Research & Development",5,"4","Life Sciences",124209,"2","Female","2","1","Research Scientist","1","Married",3419,3,"Yes",14,"3","4","1",6,3,"4",1,1,0,0,"Company Website","Stay"
53,"Travel_Rarely","Sales",2,"4","Life Sciences",124210,"1","Female","2","1","Research Scientist","1","Married",3419,9,"Yes",14,"3","4","1",6,3,"4",1,1,0,0,"Company Website","Stay"
53,"Travel_Rarely","Sales",2,"4","Life Sciences",124211,"1","Female","2","1","Research Scientist","1","Married",3419,2,"Yes",14,"3","4","1",6,3,"4",1,1,0,0,"Company Website","Stay"
33,"Travel_Frequently","Sales",1,"3","Life Sciences",124212,"3","Female","4","2","Sales Executive","1","Married",5376,2,"No",19,"4","1","2",10,3,"3",5,3,1,3,"Recruit.net","Stay"
38,"Travel_Rarely","Research & Development",2,"3","Life Sciences",124213,"1","Female","4","2","Sales Executive","1","Married",5376,2,"No",19,"3","1","2",10,3,"3",5,3,1,3,"Recruit.net","Stay"
33,"Travel_Frequently","Sales",1,"3","Human Resources",124214,"3","Female","4","2","Sales Executive","1","Married",5376,4,"No",19,"3","1","2",10,3,"3",5,3,1,3,"Recruit.net","Stay"
38,"Travel_Rarely","Research & Development",2,"3","Life Sciences",124215,"1","Female","4","2","Sales Executive","1","Married",5376,4,"No",19,"3","1","2",10,3,"3",5,3,1,3,"Recruit.net","Stay"
33,"Travel_Frequently","Sales",1,"3","Life Sciences",124216,"3","Female","4","2","Sales Executive","1","Married",5376,2,"No",19,"3","1","2",10,3,"3",5,3,1,3,"Recruit.net","Stay"
33,"Travel_Frequently","Sales",1,"3","Human Resources",124217,"3","Female","4","2","Sales Executive","1","Married",5376,4,"No",19,"3","1","2",10,3,"3",5,3,1,3,"Recruit.net","Stay"
38,"Travel_Rarely","Research & Development",2,"3","Life Sciences",124218,"1","Female","4","2","Sales Executive","1","Married",5376,2,"No",19,"3","1","2",10,3,"3",5,3,1,3,"Recruit.net","Stay"
38,"Travel_Rarely","Research & Development",2,"3","Life Sciences",124219,"1","Female","4","2","Sales Executive","1","Married",5376,4,"No",19,"3","1","2",10,3,"3",5,3,1,3,"Recruit.net","Stay"
33,"Travel_Frequently","Sales",1,"3","Life Sciences",124220,"3","Female","4","2","Sales Executive","1","Married",5376,2,"No",19,"4","1","2",10,3,"3",5,3,1,3,"Recruit.net","Stay"
38,"Travel_Rarely","Research & Development",2,"3","Life Sciences",124221,"1","Female","4","2","Sales Executive","1","Married",5376,2,"No",19,"3","1","2",10,3,"3",5,3,1,3,"Recruit.net","Stay"
33,"Travel_Frequently","Sales",1,"3","Human Resources",124222,"3","Female","4","2","Sales Executive","1","Married",5376,4,"No",19,"3","1","2",10,3,"3",5,3,1,3,"Recruit.net","Stay"
38,"Travel_Rarely","Research & Development",2,"3","Life Sciences",124223,"1","Female","4","2","Sales Executive","1","Married",5376,4,"No",19,"3","1","2",10,3,"3",5,3,1,3,"Recruit.net","Stay"
33,"Travel_Frequently","Sales",1,"3","Life Sciences",124224,"3","Female","4","2","Sales Executive","1","Married",5376,2,"No",19,"3","1","2",10,3,"3",5,3,1,3,"Recruit.net","Stay"
33,"Travel_Frequently","Sales",1,"3","Human Resources",124225,"3","Female","4","2","Sales Executive","1","Married",5376,4,"No",19,"3","1","2",10,3,"3",5,3,1,3,"Recruit.net","Stay"
38,"Travel_Rarely","Research & Development",2,"3","Life Sciences",124226,"1","Female","4","2","Sales Executive","1","Married",5376,2,"No",19,"3","1","2",10,3,"3",5,3,1,3,"Recruit.net","Stay"
38,"Travel_Rarely","Research & Development",2,"3","Life Sciences",124227,"1","Male","3","1","Research Scientist","3","Married",2821,2,"No",16,"3","1","1",8,2,"3",2,2,2,2,"Company Website","Stay"
38,"Travel_Rarely","Research & Development",2,"3","Life Sciences",124228,"1","Female","4","2","Sales Executive","1","Married",5376,4,"No",19,"3","1","2",10,3,"3",5,3,1,3,"Recruit.net","Stay"
35,"Travel_Rarely","Research & Development",4,"2","Other",124230,"3","Male","3","1","Laboratory Technician","4","Divorced",1951,1,"No",12,"3","3","1",1,3,"3",1,0,0,0,"Seek","Stay"
36,"Travel_Rarely","Sales",9,"4","Life Sciences",124231,"1","Male","3","1","Laboratory Technician","4","Divorced",1951,1,"No",12,"4","3","1",1,3,"3",1,0,0,0,"Seek","Left"
35,"Travel_Rarely","Research & Development",4,"2","Life Sciences",124232,"3","Male","3","1","Laboratory Technician","4","Divorced",1951,1,"No",12,"3","3","1",1,3,"3",1,0,0,0,"Seek","Stay"
36,"Travel_Rarely","Sales",9,"4","Medical",124233,"1","Male","3","1","Laboratory Technician","4","Divorced",1951,1,"No",12,"3","3","1",1,3,"3",1,0,0,0,"Seek","Left"
35,"Travel_Rarely","Research & Development",4,"2","Other",124234,"3","Male","3","1","Laboratory Technician","4","Divorced",1951,1,"No",12,"3","3","1",1,3,"3",1,0,0,0,"Seek","Stay"
